"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"RI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.915","","01/01/2013","12/31/2013"
"SC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.824","","01/01/2013","12/31/2013"
"SD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.682","","01/01/2013","12/31/2013"
"TN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.823","","01/01/2013","12/31/2013"
"TX","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.724","","01/01/2013","12/31/2013"
"UT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.167","","01/01/2013","12/31/2013"
"VA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.856","","01/01/2013","12/31/2013"
"VI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"VT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.371","","01/01/2013","12/31/2013"
"WA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.855","","01/01/2013","12/31/2013"
"WI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.803","","01/01/2013","12/31/2013"
"WV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.706","","01/01/2013","12/31/2013"
"WY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.194","","01/01/2013","12/31/2013"
"AK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.441","","01/01/2013","12/31/2013"
"AL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.513","","01/01/2013","12/31/2013"
"AR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.987","","01/01/2013","12/31/2013"
"AS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"AZ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.181","","01/01/2013","12/31/2013"
"CA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.849","","01/01/2013","12/31/2013"
"CO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.083","","01/01/2013","12/31/2013"
"CT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.763","","01/01/2013","12/31/2013"
"DC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.239","","01/01/2013","12/31/2013"
"DE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.866","","01/01/2013","12/31/2013"
"FL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.888","","01/01/2013","12/31/2013"
"GA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.004","","01/01/2013","12/31/2013"
"GU","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"HI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.181","","01/01/2013","12/31/2013"
"IA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.917","","01/01/2013","12/31/2013"
"ID","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.307","","01/01/2013","12/31/2013"
"IL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.661","","01/01/2013","12/31/2013"
"IN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.903","","01/01/2013","12/31/2013"
"KS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.510","","01/01/2013","12/31/2013"
"KY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.965","","01/01/2013","12/31/2013"
"LA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.022","","01/01/2013","12/31/2013"
"MA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.160","","01/01/2013","12/31/2013"
"MD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.243","","01/01/2013","12/31/2013"
"ME","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.313","","01/01/2013","12/31/2013"
"MI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.307","","01/01/2013","12/31/2013"
"MN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.151","","01/01/2013","12/31/2013"
"MO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.719","","01/01/2013","12/31/2013"
"MP","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"MS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.794","","01/01/2013","12/31/2013"
"MT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.866","","01/01/2013","12/31/2013"
"NC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.830","","01/01/2013","12/31/2013"
"ND","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.459","","01/01/2013","12/31/2013"
"NE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.657","","01/01/2013","12/31/2013"
"NH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.012","","01/01/2013","12/31/2013"
"NJ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.938","","01/01/2013","12/31/2013"
"NM","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.674","","01/01/2013","12/31/2013"
"NV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.720","","01/01/2013","12/31/2013"
"NY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.208","","01/01/2013","12/31/2013"
"OH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.695","","01/01/2013","12/31/2013"
"OK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.441","","01/01/2013","12/31/2013"
"OR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.038","","01/01/2013","12/31/2013"
"PA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.979","","01/01/2013","12/31/2013"
"PR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"RI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.696","","01/01/2013","12/31/2013"
"SC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.801","","01/01/2013","12/31/2013"
"SD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.536","","01/01/2013","12/31/2013"
"TN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.812","","01/01/2013","12/31/2013"
"TX","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.785","","01/01/2013","12/31/2013"
"UT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.328","","01/01/2013","12/31/2013"
"VA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.814","","01/01/2013","12/31/2013"
"VI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"VT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.994","","01/01/2013","12/31/2013"
"WA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.874","","01/01/2013","12/31/2013"
"WI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.993","","01/01/2013","12/31/2013"
"WV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.922","","01/01/2013","12/31/2013"
"WY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.010","","01/01/2013","12/31/2013"
"AK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.458","","01/01/2013","12/31/2013"
"AL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.700","","01/01/2013","12/31/2013"
"AR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.407","","01/01/2013","12/31/2013"
"AS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"AZ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.481","","01/01/2013","12/31/2013"
"CA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.973","","01/01/2013","12/31/2013"
"CO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.503","","01/01/2013","12/31/2013"
"CT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.254","","01/01/2013","12/31/2013"
"DC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.208","","01/01/2013","12/31/2013"
"DE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.543","","01/01/2013","12/31/2013"
"FL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.045","","01/01/2013","12/31/2013"
"GA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.199","","01/01/2013","12/31/2013"
"GU","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"HI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.894","","01/01/2013","12/31/2013"
"IA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.406","","01/01/2013","12/31/2013"
"ID","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.399","","01/01/2013","12/31/2013"
"IL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.831","","01/01/2013","12/31/2013"
"IN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.157","","01/01/2013","12/31/2013"
"KS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.867","","01/01/2013","12/31/2013"
"KY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.246","","01/01/2013","12/31/2013"
"LA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.326","","01/01/2013","12/31/2013"
"MA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.510","","01/01/2013","12/31/2013"
"MD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.906","","01/01/2013","12/31/2013"
"ME","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.409","","01/01/2013","12/31/2013"
"MI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.574","","01/01/2013","12/31/2013"
"MN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.541","","01/01/2013","12/31/2013"
"MO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.941","","01/01/2013","12/31/2013"
"MP","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"MS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.102","","01/01/2013","12/31/2013"
"MT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.919","","01/01/2013","12/31/2013"
"NC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.030","","01/01/2013","12/31/2013"
"ND","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.677","","01/01/2013","12/31/2013"
"NE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.117","","01/01/2013","12/31/2013"
"NH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.922","","01/01/2013","12/31/2013"
"NJ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.184","","01/01/2013","12/31/2013"
"NM","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.238","","01/01/2013","12/31/2013"
"NV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.130","","01/01/2013","12/31/2013"
"NY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.391","","01/01/2013","12/31/2013"
"OH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.849","","01/01/2013","12/31/2013"
"OK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.692","","01/01/2013","12/31/2013"
"OR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.471","","01/01/2013","12/31/2013"
"PA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.162","","01/01/2013","12/31/2013"
"PR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"RI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.377","","01/01/2013","12/31/2013"
"SC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.066","","01/01/2013","12/31/2013"
"SD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.669","","01/01/2013","12/31/2013"
"TN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.028","","01/01/2013","12/31/2013"
"TX","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.900","","01/01/2013","12/31/2013"
"UT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.862","","01/01/2013","12/31/2013"
"VA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.044","","01/01/2013","12/31/2013"
"VI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"VT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.398","","01/01/2013","12/31/2013"
"WA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.167","","01/01/2013","12/31/2013"
"WI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.309","","01/01/2013","12/31/2013"
"WV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.386","","01/01/2013","12/31/2013"
"WY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.749","","01/01/2013","12/31/2013"
"AK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.074","","01/01/2013","12/31/2013"
"AL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.367","","01/01/2013","12/31/2013"
"AR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.668","","01/01/2013","12/31/2013"
"AS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"AZ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.929","","01/01/2013","12/31/2013"
"CA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.736","","01/01/2013","12/31/2013"
"CO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.758","","01/01/2013","12/31/2013"
"CT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.357","","01/01/2013","12/31/2013"
"DC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.629","","01/01/2013","12/31/2013"
"DE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.440","","01/01/2013","12/31/2013"
"FL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.750","","01/01/2013","12/31/2013"
"GA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.834","","01/01/2013","12/31/2013"
"GU","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"HI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.009","","01/01/2013","12/31/2013"
"IA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.569","","01/01/2013","12/31/2013"
"ID","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.637","","01/01/2013","12/31/2013"
"IL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.518","","01/01/2013","12/31/2013"
"IN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.694","","01/01/2013","12/31/2013"
"KS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.276","","01/01/2013","12/31/2013"
"KY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.734","","01/01/2013","12/31/2013"
"LA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.773","","01/01/2013","12/31/2013"
"MA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.875","","01/01/2013","12/31/2013"
"MD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.771","","01/01/2013","12/31/2013"
"ME","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.640","","01/01/2013","12/31/2013"
"MI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.075","","01/01/2013","12/31/2013"
"MN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.840","","01/01/2013","12/31/2013"
"MO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.540","","01/01/2013","12/31/2013"
"MP","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"MS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.556","","01/01/2013","12/31/2013"
"MT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.317","","01/01/2013","12/31/2013"
"NC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.660","","01/01/2013","12/31/2013"
"ND","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.711","","01/01/2013","12/31/2013"
"NE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.356","","01/01/2013","12/31/2013"
"NH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.470","","01/01/2013","12/31/2013"
"NJ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.733","","01/01/2013","12/31/2013"
"NM","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.329","","01/01/2013","12/31/2013"
"NV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.433","","01/01/2013","12/31/2013"
"NY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.045","","01/01/2013","12/31/2013"
"OH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.563","","01/01/2013","12/31/2013"
"OK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.266","","01/01/2013","12/31/2013"
"OR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.708","","01/01/2013","12/31/2013"
"PA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.819","","01/01/2013","12/31/2013"
"PR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"RI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.304","","01/01/2013","12/31/2013"
"SC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.589","","01/01/2013","12/31/2013"
"SD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.808","","01/01/2013","12/31/2013"
"TN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.632","","01/01/2013","12/31/2013"
"TX","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.681","","01/01/2013","12/31/2013"
"UT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.918","","01/01/2013","12/31/2013"
"VA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.624","","01/01/2013","12/31/2013"
"VI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2013","12/31/2013"
"VT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.316","","01/01/2013","12/31/2013"
"WA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.641","","01/01/2013","12/31/2013"
"WI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.738","","01/01/2013","12/31/2013"
"WV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.586","","01/01/2013","12/31/2013"
"WY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.257","","01/01/2013","12/31/2013"
"AK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.203","","01/01/2013","12/31/2013"
"AL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.423","","01/01/2013","12/31/2013"
"AR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.167","","01/01/2013","12/31/2013"
"AS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"AZ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.987","","01/01/2013","12/31/2013"
"CA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.740","","01/01/2013","12/31/2013"
"CO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.754","","01/01/2013","12/31/2013"
"CT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.783","","01/01/2013","12/31/2013"
"DC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.602","","01/01/2013","12/31/2013"
"DE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.149","","01/01/2013","12/31/2013"
"FL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.124","","01/01/2013","12/31/2013"
"GA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.048","","01/01/2013","12/31/2013"
"GU","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"HI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.576","","01/01/2013","12/31/2013"
"IA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.441","","01/01/2013","12/31/2013"
"ID","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.497","","01/01/2013","12/31/2013"
"IL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.703","","01/01/2013","12/31/2013"
"IN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.813","","01/01/2013","12/31/2013"
"KS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.483","","01/01/2013","12/31/2013"
"KY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.249","","01/01/2013","12/31/2013"
"LA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.274","","01/01/2013","12/31/2013"
"MA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.591","","01/01/2013","12/31/2013"
"MD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.819","","01/01/2013","12/31/2013"
"ME","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.703","","01/01/2013","12/31/2013"
"MI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.007","","01/01/2013","12/31/2013"
"MN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.484","","01/01/2013","12/31/2013"
"MO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.802","","01/01/2013","12/31/2013"
"MP","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2013","12/31/2013"
"MS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.124","","01/01/2013","12/31/2013"
"MT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.475","","01/01/2013","12/31/2013"
