Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","111  CLARA BARTON STREET","Dansville","NY","14437","LIVINGSTON","0.85777","8 out of 10","0 out of 9","8 out of 10"
"050063","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","1300 N VERMONT AVE","Los Angeles","CA","90028","LOS ANGELES","1.10651","0 out of 10","0 out of 9","0 out of 10"
"290021","VALLEY HOSPITAL MEDICAL CENTER","620 SHADOW LANE","Las Vegas","NV","89106","CLARK","1.16268","0 out of 10","0 out of 9","0 out of 10"
"100281","MEMORIAL HOSPITAL WEST","703 N FLAMINGO RD","Pembroke Pines","FL","33028","BROWARD","1.04788","0 out of 10","0 out of 9","0 out of 10"
"450586","SEYMOUR HOSPITAL","200 STADIUM DRIVE","Seymour","TX","76380","BAYLOR","0.97941","1 out of 10","0 out of 9","1 out of 10"
"310028","NEWTON MEMORIAL HOSPITAL","175 HIGH ST","Newton","NJ","07860","SUSSEX","0.99986","0 out of 10","0 out of 9","0 out of 10"
"340109","SENTARA ALBEMARLE MEDICAL CENTER","1144 N ROAD ST","Elizabeth City","NC","27909","PASQUOTANK","0.93542","3 out of 10","2 out of 9","3 out of 10"
"050116","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD","Northridge","CA","91325","LOS ANGELES","1.01974","0 out of 10","0 out of 9","0 out of 10"
"110054","FLOYD MEDICAL CENTER","304 TURNER MCCALL BLVD P O BOX 233","Rome","GA","30162","FLOYD","0.97633","1 out of 10","1 out of 9","1 out of 10"
"230078","LAKELAND COMMUNITY HOSPITAL, WATERVLIET","400 MEDICAL PARK DR","Watervliet","MI","49098","BERRIEN","0.88251","6 out of 10","4 out of 9","6 out of 10"
"050002","ST ROSE HOSPITAL","27200 CALAROGA AVE","Hayward","CA","94545","ALAMEDA","1.08464","0 out of 10","0 out of 9","0 out of 10"
"670069","METHODIST MCKINNEY HOSPITAL","8000 W ELDORADO PKWY","Mc Kinney","TX","75070","COLLIN","1.07298","0 out of 10","1 out of 9","1 out of 10"
"360076","ATRIUM MEDICAL CENTER","ONE MEDICAL CENTER DRIVE","Franklin","OH","45005","WARREN","1.03311","0 out of 10","0 out of 9","0 out of 10"
"450747","PALESTINE REGIONAL MEDICAL CENTER","2900 S LOOP 256","Palestine","TX","75801","ANDERSON","0.99452","0 out of 10","1 out of 9","1 out of 10"
"310019","ST JOSEPH'S REGIONAL MEDICAL CENTER","703 MAIN ST","Paterson","NJ","07503","PASSAIC","1.10800","0 out of 10","0 out of 9","0 out of 10"
"180067","UNIVERSITY OF KENTUCKY HOSPITAL","800 ROSE STREET","Lexington","KY","40536","FAYETTE","1.00420","0 out of 10","0 out of 9","0 out of 10"
"220074","SOUTHCOAST HOSPITAL GROUP, INC","363 HIGHLAND AVENUE","Fall River","MA","02720-3703","BRISTOL","1.04955","0 out of 10","0 out of 9","0 out of 10"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","Prescott","AZ","863011641","YAVAPAI","0.98096","1 out of 10","0 out of 9","1 out of 10"
"180079","HARRISON MEMORIAL HOSPITAL","1210 KY HWY 36 E","Cynthiana","KY","41031","HARRISON","0.95737","2 out of 10","0 out of 9","2 out of 10"
"490123","RAPPAHANNOCK GENERAL HOSPITAL","101 HARRIS ROAD","Kilmarnock","VA","22482","LANCASTER","0.92946","4 out of 10","0 out of 9","4 out of 10"
"110161","NORTHSIDE HOSPITAL","1000 JOHNSON FERRY ROAD, NE","Atlanta","GA","30342","FULTON","1.02646","0 out of 10","0 out of 9","0 out of 10"
"050295","MERCY HOSPITAL","2215 TRUXTUN AVENUE","Bakersfield","CA","93301","KERN","1.03490","0 out of 10","0 out of 9","0 out of 10"
"030038","SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","Scottsdale","AZ","85251","MARICOPA","0.99734","0 out of 10","2 out of 9","2 out of 10"
"450539","COVENANT HOSPITAL PLAINVIEW","2601 DIMMITT RD","Plainview","TX","79072","HALE","0.94134","3 out of 10","2 out of 9","3 out of 10"
"110191","PIEDMONT HENRY HOSPITAL","1133 EAGLE'S LANDING PARKWAY","Stockbridge","GA","30281","HENRY","0.97845","1 out of 10","0 out of 9","1 out of 10"
"670023","METHODIST MANSFIELD MEDICAL CENTER","2700 E BROAD STREET","Mansfield","TX","76063","TARRANT","1.10326","0 out of 10","0 out of 9","0 out of 10"
"010019","HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE","Sheffield","AL","35660","COLBERT","1.08076","0 out of 10","0 out of 9","0 out of 10"
"450848","MEMORIAL HERMANN SUGAR LAND HOSPITAL","17500 W GRAND PARKWAY SOUTH","Sugar Land","TX","77479","FORT BEND","1.06741","0 out of 10","2 out of 9","2 out of 10"
"040004","WASHINGTON REGIONAL MED CTR AT NORTH HILLS","3215 N NORTH HILLS BLVD","Fayetteville","AR","72703","WASHINGTON","1.04035","0 out of 10","0 out of 9","0 out of 10"
"230092","ALLEGIANCE HEALTH","205 N EAST AVE","Jackson","MI","49201","JACKSON","0.95602","2 out of 10","0 out of 9","2 out of 10"
"360152","DOCTORS HOSPITAL","5100 WEST  BROAD STREET","Columbus","OH","43228","FRANKLIN","0.93502","3 out of 10","4 out of 9","4 out of 10"
"100106","DOCTOR'S MEMORIAL HOSPITAL INC","333 N BYRON BUTLER PKWY","Perry","FL","32347","TAYLOR","0.90715","5 out of 10","4 out of 9","5 out of 10"
"180064","SAINT JOSEPH MOUNT STERLING","225 FALCON DRIVE","Mount Sterling","KY","40353","MONTGOMERY","1.02886","0 out of 10","0 out of 9","0 out of 10"
"450054","SCOTT & WHITE MEMORIAL HOSPITAL","2401 31ST ST","Temple","TX","76508","BELL","0.93467","3 out of 10","2 out of 9","3 out of 10"
"450231","BAPTIST ST ANTHONY'S HOSPITAL","1600 WALLACE BLVD","Amarillo","TX","79106","POTTER","1.02803","0 out of 10","0 out of 9","0 out of 10"
"370030","INTEGRIS BLACKWELL REGIONAL HOSPITAL","710 SOUTH 13TH STREET","Blackwell","OK","74631","KAY","0.86905","7 out of 10","4 out of 9","7 out of 10"
"190151","RICHARDSON MEDICAL CENTER","254 HIGHWAY 3048","Rayville","LA","71269","RICHLAND","0.92792","4 out of 10","4 out of 9","4 out of 10"
"140135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","Decatur","IL","62526","MACON","0.94545","3 out of 10","0 out of 9","3 out of 10"
"030078","PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","Phoenix","AZ","850165389","MARICOPA","0.80095","10 out of 10","0 out of 9","10 out of 10"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","1874 BELTLINE RD SW","Decatur","AL","35601","MORGAN","0.94063","3 out of 10","2 out of 9","3 out of 10"
"050278","PROVIDENCE HOLY CROSS MEDICAL CENTER","15031 RINALDI ST","Mission Hills","CA","91346","LOS ANGELES","1.02072","0 out of 10","1 out of 9","1 out of 10"
"050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","San Bernardino","CA","92411","SAN BERNARDINO","1.02552","0 out of 10","0 out of 9","0 out of 10"
"070002","ST FRANCIS HOSPITAL & MEDICAL CENTER","114 WOODLAND STREET","Hartford","CT","06105","HARTFORD","1.02345","0 out of 10","1 out of 9","1 out of 10"
"220105","WINCHESTER HOSPITAL","41 HIGHLAND AVENUE","Winchester","MA","01890","MIDDLESEX","1.03484","0 out of 10","0 out of 9","0 out of 10"
"330276","NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET","Gloversville","NY","12078","FULTON","0.87514","7 out of 10","0 out of 9","7 out of 10"
"330204","BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE","New York","NY","10016","NEW YORK","0.94734","3 out of 10","0 out of 9","3 out of 10"
"440148","STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP","520 W MAIN ST","Smithville","TN","37166","DE KALB","0.95727","2 out of 10","0 out of 9","2 out of 10"
"310017","CHILTON MEDICAL CENTER","97 WEST PARKWAY","Pompton Plains","NJ","07444","MORRIS","1.08828","0 out of 10","1 out of 9","1 out of 10"
"330153","ELLIS HOSPITAL","1101 NOTT STREET","Schenectady","NY","12308","SCHENECTADY","0.95872","2 out of 10","0 out of 9","2 out of 10"
"330277","CORNING HOSPITAL","176 DENISON PARKWAY EAST","Corning","NY","14830","STEUBEN","0.91305","5 out of 10","0 out of 9","5 out of 10"
"380018","ASANTE ROGUE REGIONAL MEDICAL CENTER","2825 E BARNETT ROAD","Medford","OR","97504","JACKSON","0.91042","5 out of 10","0 out of 9","5 out of 10"
"280065","GREAT PLAINS HEALTH","601 WEST LEOTA ST","North Platte","NE","69101","LINCOLN","0.96440","2 out of 10","0 out of 9","2 out of 10"
"330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","121 DEKALB AVENUE","Brooklyn","NY","11201","KINGS","1.00088","0 out of 10","0 out of 9","0 out of 10"
"190041","CHRISTUS HEALTH SHREVEPORT - BOSSIER","1453 E BERT KOUNS INDUSTRIAL DRIVE","Shreveport","LA","71105","CADDO","1.08591","0 out of 10","0 out of 9","0 out of 10"
"490013","HALIFAX REGIONAL HOSPITAL","2204 WILBORN AVENUE","South Boston","VA","24592","HALIFAX","0.90160","5 out of 10","1 out of 9","5 out of 10"
"360072","FAIRFIELD MEDICAL CENTER","401 NORTH EWING STREET","Lancaster","OH","43130","FAIRFIELD","0.99916","0 out of 10","0 out of 9","0 out of 10"
"390185","LEHIGH VALLEY HOSPITAL - HAZLETON","700 EAST BROAD STREET","Hazleton","PA","18201","LUZERNE","1.04447","0 out of 10","0 out of 9","0 out of 10"
"230121","MEMORIAL HEALTHCARE","826 WEST KING STREET","Owosso","MI","48867","SHIAWASSEE","0.94182","3 out of 10","3 out of 9","3 out of 10"
"060031","CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES","2222 N NEVADA AVE","Colorado Springs","CO","80907","EL PASO","0.99939","0 out of 10","1 out of 9","1 out of 10"
"240213","HEALTHEAST WOODWINDS HOSPITAL","1925 WOODWINDS DRIVE","Woodbury","MN","55125","WASHINGTON","0.91487","4 out of 10","0 out of 9","4 out of 10"
"490067","SOUTHSIDE REGIONAL MEDICAL CENTER","200 MEDICAL PARK BOULEVARD","Petersburg","VA","23805","PETERSBURG CITY","1.00664","0 out of 10","0 out of 9","0 out of 10"
"220020","SAINT ANNE'S HOSPITAL","795 MIDDLE STREET","Fall River","MA","02721","BRISTOL","1.02440","0 out of 10","0 out of 9","0 out of 10"
"250007","BILOXI REGIONAL MEDICAL CENTER","150 REYNOIR STREET","Biloxi","MS","39530","HARRISON","0.97950","1 out of 10","0 out of 9","1 out of 10"
"320018","MEMORIAL MEDICAL CENTER INC","2450 SOUTH TELSHOR BLVD","Las Cruces","NM","88011","DONA ANA","1.02803","0 out of 10","0 out of 9","0 out of 10"
"050570","FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER","17100 EUCLID STREET","Fountain Valley","CA","92708","ORANGE","1.07291","0 out of 10","1 out of 9","1 out of 10"
"390028","UPMC MERCY","1400 LOCUST STREET","Pittsburgh","PA","15219","ALLEGHENY","1.06836","0 out of 10","0 out of 9","0 out of 10"
"380037","PROVIDENCE NEWBERG MEDICAL CENTER","1001 PROVIDENCE DRIVE","Newberg","OR","97132","YAMHILL","0.82784","9 out of 10","9 out of 9","9 out of 10"
"330055","NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","56-45 MAIN STREET","Flushing","NY","11355","QUEENS","1.00119","0 out of 10","0 out of 9","0 out of 10"
"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","1000 W 10TH ST","Rolla","MO","65401","PHELPS","0.94531","3 out of 10","2 out of 9","3 out of 10"
"260032","BARNES JEWISH HOSPITAL","ONE BARNES-JEWISH HOSPITAL PLAZA","Saint Louis","MO","63110-1003","ST. LOUIS CITY","0.99124","0 out of 10","0 out of 9","0 out of 10"
"510082","SUMMERSVILLE REGIONAL MEDICAL CENTER","400 FAIRVIEW HEIGHTS ROAD","Summersville","WV","26651","NICHOLAS","0.88798","6 out of 10","5 out of 9","6 out of 10"
"260142","FITZGIBBON HOSPITAL","2305 S 65 HIGHWAY","Marshall","MO","65340-0250","SALINE","0.88258","6 out of 10","0 out of 9","6 out of 10"
"310029","OUR LADY OF LOURDES MEDICAL CENTER","1600 HADDON AVENUE","Camden","NJ","08103","CAMDEN","1.02085","0 out of 10","1 out of 9","1 out of 10"
"490079","MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY","320 HOSPITAL DRIVE","Martinsville","VA","24115","HENRY","0.99470","0 out of 10","0 out of 9","0 out of 10"
"390070","LOWER BUCKS HOSPITAL","501 BATH ROAD","Bristol","PA","19007","BUCKS","0.98292","1 out of 10","1 out of 9","1 out of 10"
"340069","WAKEMED, RALEIGH CAMPUS","3000 NEW BERN AVE","Raleigh","NC","27610","WAKE","1.00835","0 out of 10","0 out of 9","0 out of 10"
"490005","WINCHESTER MEDICAL CENTER","220 CAMPUS BLVD SUITE 210","Winchester","VA","22601","WINCHESTER CITY","1.00648","0 out of 10","0 out of 9","0 out of 10"
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","New Albany","IN","47150","FLOYD","1.01977","0 out of 10","0 out of 9","0 out of 10"
"160032","SKIFF MEDICAL CENTER","204 NORTH 4TH AVENUE EAST","Newton","IA","50208","JASPER","0.89049","6 out of 10","0 out of 9","6 out of 10"
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","Juneau","AK","99801","JUNEAU","0.90867","5 out of 10","0 out of 9","5 out of 10"
"140172","FRANCISCAN ST JAMES HEALTH","20201 S CRAWFORD AVENUE","Olympia Fields","IL","60461","COOK","0.99329","0 out of 10","0 out of 9","0 out of 10"
"360078","ROBINSON MEMORIAL HOSPITAL","6847 N CHESTNUT","Ravenna","OH","44266","PORTAGE","0.98524","0 out of 10","0 out of 9","0 out of 10"
"140239","ROCKFORD MEMORIAL HOSPITAL","2400 NORTH ROCKTON AVENUE","Rockford","IL","61103","WINNEBAGO","1.03410","0 out of 10","0 out of 9","0 out of 10"
"190146","EAST JEFFERSON GENERAL HOSPITAL","4200 HOUMA BLVD","Metairie","LA","70011","JEFFERSON","0.99059","0 out of 10","0 out of 9","0 out of 10"
"140143","ST MARGARETS HOSPITAL","600 E 1ST ST","Spring Valley","IL","61362","BUREAU","1.01337","0 out of 10","0 out of 9","0 out of 10"
"110044","PHOEBE SUMTER MEDICAL CENTER","126 HIGHWAY 280 W","Americus","GA","31719","SUMTER","0.88944","6 out of 10","5 out of 9","6 out of 10"
"110100","JEFFERSON HOSPITAL","1067 PEACHTREE ST","Louisville","GA","30434","JEFFERSON","0.93262","3 out of 10","0 out of 9","3 out of 10"
"040137","ST VINCENT MEDICAL CENTER/NORTH","2215 WILDWOOD AVENUE","Sherwood","AR","72120","PULASKI","1.09434","0 out of 10","0 out of 9","0 out of 10"
"500139","CAPITAL MEDICAL CENTER","3900 CAPITAL MALL DR SW","Olympia","WA","98502","THURSTON","0.93806","3 out of 10","1 out of 9","3 out of 10"
"180104","BAPTIST HEALTH PADUCAH","2501 KENTUCKY AVENUE","Paducah","KY","42003","MCCRACKEN","0.97997","1 out of 10","0 out of 9","1 out of 10"
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","Anchorage","AK","99508","ANCHORAGE","0.89561","6 out of 10","0 out of 9","6 out of 10"
"030071","FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","Ft. Defiance","AZ","865040649","APACHE","0.69798","10 out of 10","9 out of 9","10 out of 10"
"500012","YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER","110 SOUTH NINTH AVE","Yakima","WA","98902","YAKIMA","1.00378","0 out of 10","0 out of 9","0 out of 10"
"260005","SSM ST JOSEPH HEALTH CENTER","300 1ST CAPITOL DR","Saint Charles","MO","63301-2844","ST. CHARLES","0.99932","0 out of 10","0 out of 9","0 out of 10"
"170123","WESLEY MEDICAL CENTER","550 N HILLSIDE STREET","Wichita","KS","67214","SEDGWICK","1.01773","0 out of 10","0 out of 9","0 out of 10"
"150146","PARKVIEW NOBLE HOSPITAL","401 SAWYER RD","Kendallville","IN","46755","NOBLE","1.05385","0 out of 10","0 out of 9","0 out of 10"
"230022","COMMUNITY HEALTH CENTER OF BRANCH COUNTY","274 E CHICAGO ST","Coldwater","MI","49036","BRANCH","0.88424","6 out of 10","3 out of 9","6 out of 10"
"230174","NORTH OTTAWA COMMUNITY HEALTH CENTER","1309 SHELDON RD","Grand Haven","MI","49417","OTTAWA","0.97393","1 out of 10","2 out of 9","2 out of 10"
"370023","DUNCAN REGIONAL HOSPITAL, INC","1407 WHISENANT DRIVE","Duncan","OK","73533","STEPHENS","0.91524","4 out of 10","4 out of 9","4 out of 10"
"050038","SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE","San Jose","CA","95128","SANTA CLARA","0.97682","1 out of 10","0 out of 9","1 out of 10"
"050007","MILLS-PENINSULA MEDICAL CENTER","1501 TROUSDALE DRIVE","Burlingame","CA","94010","SAN MATEO","0.89892","5 out of 10","0 out of 9","5 out of 10"
"150006","INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","La Porte","IN","46350","LA PORTE","0.99685","0 out of 10","1 out of 9","1 out of 10"
"180092","CLARK REGIONAL MEDICAL CENTER","175 HOSPITAL DRIVE","Winchester","KY","40391","CLARK","0.90491","5 out of 10","4 out of 9","5 out of 10"
"500007","ISLAND HOSPITAL","1211  24TH STREET","Anacortes","WA","98221","SKAGIT","0.86017","8 out of 10","7 out of 9","8 out of 10"
"450587","BROWNWOOD REGIONAL MEDICAL CENTER","1501 BURNET DR","Brownwood","TX","76801","BROWN","1.02500","0 out of 10","0 out of 9","0 out of 10"
"450419","TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE","108 DENVER TRAIL","Azle","TX","76020","TARRANT","1.09753","0 out of 10","1 out of 9","1 out of 10"
"380007","LEGACY EMANUEL MEDICAL CENTER","2801 N GANTENBEIN AVENUE","Portland","OR","97227","MULTNOMAH","0.96107","2 out of 10","0 out of 9","2 out of 10"
"180051","JENNIE STUART MEDICAL CENTER","320 WEST 18TH STREET","Hopkinsville","KY","42241","CHRISTIAN","1.02972","0 out of 10","0 out of 9","0 out of 10"
"280003","BRYAN MEDICAL CENTER","1600 SOUTH 48TH ST","Lincoln","NE","68506","LANCASTER","1.02038","0 out of 10","0 out of 9","0 out of 10"
"180116","JACKSON PURCHASE MEDICAL CENTER","1099 MEDICAL CENTER CIRCLE","Mayfield","KY","42066","GRAVES","1.02716","0 out of 10","0 out of 9","0 out of 10"
"340147","NASH GENERAL HOSPITAL","2460 CURTIS ELLIS DRIVE","Rocky Mount","NC","27804","NASH","1.00288","0 out of 10","0 out of 9","0 out of 10"
"370018","JANE PHILLIPS MEDICAL CENTER","3500 EAST FRANK PHILLIPS BOULEVARD","Bartlesville","OK","74006","WASHINGTON","0.94322","3 out of 10","2 out of 9","3 out of 10"
"150150","DUPONT HOSPITAL LLC","2520 E DUPONT RD","Fort Wayne","IN","46825","ALLEN","1.00038","0 out of 10","0 out of 9","0 out of 10"
"310111","CENTRASTATE MEDICAL CENTER","901 WEST MAIN STREET","Freehold","NJ","07728","MONMOUTH","1.06078","0 out of 10","0 out of 9","0 out of 10"
"450804","TEXAS ORTHOPEDIC HOSPITAL","7401 SOUTH MAIN STREET","Houston","TX","77030","HARRIS","0.89159","6 out of 10","3 out of 9","6 out of 10"
"360056","MERCY HOSPITAL FAIRFIELD","3000 MACK ROAD","Fairfield","OH","45014","BUTLER","1.00931","0 out of 10","0 out of 9","0 out of 10"
"100050","PALM SPRINGS GENERAL HOSPITAL","1475 W 49TH ST","Hialeah","FL","33012","DADE","1.09318","0 out of 10","0 out of 9","0 out of 10"
"220033","BEVERLY HOSPITAL CORPORATION","85 HERRICK STREET","Beverly","MA","01915-1790","ESSEX","1.02871","0 out of 10","1 out of 9","1 out of 10"
"250136","WOMAN'S HOSPITAL AT RIVER OAKS","1026 RIVER OAKS DRIVE","Flowood","MS","39232","RANKIN","0.89269","Not Available","Not Available","Not Available"
"370083","PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH","510 EAST MAIN STREET","Antlers","OK","74523","PUSHMATAHA","0.90660","5 out of 10","6 out of 9","6 out of 10"
"390179","CHESTER COUNTY HOSPITAL","701 EAST MARSHALL STREET","West Chester","PA","19380","CHESTER","1.01500","0 out of 10","0 out of 9","0 out of 10"
"190102","OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC","4801 AMBASSADOR CAFFERY PARKWAY","Lafayette","LA","70508","LAFAYETTE","1.06316","0 out of 10","0 out of 9","0 out of 10"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","Fairhope","AL","36532","BALDWIN","0.97153","1 out of 10","0 out of 9","1 out of 10"
"050772","KAISER FOUNDATION HOSPITAL - ROSEVILLE","1600 EUREKA ROAD","Roseville","CA","95661","PLACER","0.71550","10 out of 10","Not Available","10 out of 10"
"060023","ST MARYS HOSPITAL AND MEDICAL CENTER","2635 N 7TH STREET","Grand Junction","CO","81502","MESA","0.99140","0 out of 10","0 out of 9","0 out of 10"
"310110","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","ONE HAMILTON HEALTH PLACE","Hamilton","NJ","08690","MERCER","1.08250","0 out of 10","0 out of 9","0 out of 10"
"040041","ST MARYS REGIONAL MEDICAL CENTER","1808 WEST MAIN STREET","Russellville","AR","72801","POPE","0.97813","1 out of 10","0 out of 9","1 out of 10"
"110043","ST JOSEPH'S HOSPITAL - SAVANNAH","11705 MERCY BOULEVARD","Savannah","GA","31419","CHATHAM","0.97185","1 out of 10","0 out of 9","1 out of 10"
"110215","PIEDMONT FAYETTE HOSPITAL","1255 HIGHWAY 54 WEST","Fayetteville","GA","30214","FAYETTE","0.95370","2 out of 10","0 out of 9","2 out of 10"
"330353","FOREST HILLS HOSPITAL","102 - 01 66TH ROAD","Forest Hills","NY","11375","QUEENS","1.02067","0 out of 10","0 out of 9","0 out of 10"
"330270","HOSPITAL FOR SPECIAL SURGERY","535 EAST 70TH STREET","New York","NY","10021","NEW YORK","0.99522","0 out of 10","1 out of 9","1 out of 10"
"430014","AVERA ST LUKES","305 S STATE ST  POST OFFICE BOX 4450","Aberdeen","SD","57401","BROWN","0.94315","3 out of 10","2 out of 9","3 out of 10"
"110015","TANNER MEDICAL CENTER VILLA RICA","601 DALLAS HIGHWAY","Villa Rica","GA","30180","CARROLL","0.92615","4 out of 10","0 out of 9","4 out of 10"
"150091","PARKVIEW HUNTINGTON HOSPITAL","2001 STULTS RD","Huntington","IN","46750","HUNTINGTON","0.93231","4 out of 10","0 out of 9","4 out of 10"
"330399","ST BARNABAS HOSPITAL","4422 THIRD AVENUE","Bronx","NY","10457","BRONX","0.89616","6 out of 10","0 out of 9","6 out of 10"
"360074","FLOWER HOSPITAL","5200 HARROUN ROAD","Sylvania","OH","43560","LUCAS","1.03184","0 out of 10","1 out of 9","1 out of 10"
"110026","ELBERT MEMORIAL HOSPITAL","4 MEDICAL DRIVE","Elberton","GA","30635","ELBERT","0.83491","9 out of 10","8 out of 9","9 out of 10"
"390327","WELLSPAN SURGERY AND REHABILITATION HOSPITAL","55 MONUMENT ROAD","York","PA","17403","YORK","0.87570","7 out of 10","Not Available","7 out of 10"
"260061","NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST","Nevada","MO","64772-3223","VERNON","0.92981","4 out of 10","0 out of 9","4 out of 10"
"390211","SHARON REGIONAL HEALTH SYSTEM","740 EAST STATE STREET","Sharon","PA","16146","MERCER","0.99982","0 out of 10","0 out of 9","0 out of 10"
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","Gadsden","AL","35903","ETOWAH","1.02958","0 out of 10","1 out of 9","1 out of 10"
"450876","LUBBOCK HEART HOSPITAL LP","4810 NORTH LOOP 289","Lubbock","TX","79416","LUBBOCK","0.95080","2 out of 10","0 out of 9","2 out of 10"
"340129","LAKE NORMAN REGIONAL MEDICAL CENTER","171 FAIRVIEW ROAD","Mooresville","NC","28117","IREDELL","0.99880","0 out of 10","0 out of 9","0 out of 10"
"230270","OAKWOOD HOSPITAL - TAYLOR","10000 TELEGRAPH ROAD","Taylor","MI","48180","WAYNE","1.07841","0 out of 10","0 out of 9","0 out of 10"
"390304","ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVE","Philadelphia","PA","19128","PHILADELPHIA","1.06264","0 out of 10","3 out of 9","3 out of 10"
"160013","TRINITY MUSCATINE","1518 MULBERRY AVENUE","Muscatine","IA","52761","MUSCATINE","0.86029","8 out of 10","4 out of 9","8 out of 10"
"360011","MARION GENERAL HOSPITAL","1000 MCKINLEY PARK DRIVE","Marion","OH","43302","MARION","0.96304","2 out of 10","0 out of 9","2 out of 10"
"150030","HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","New Castle","IN","47362","HENRY","0.96744","1 out of 10","2 out of 9","2 out of 10"
"370048","MCCURTAIN MEMORIAL HOSPITAL","1301 LINCOLN ROAD","Idabel","OK","74745","MCCURTAIN","1.00085","0 out of 10","1 out of 9","1 out of 10"
"050492","CLOVIS COMMUNITY MEDICAL CENTER","2755 HERNDON AVE","Clovis","CA","93611","FRESNO","0.97379","1 out of 10","4 out of 9","4 out of 10"
"330223","MASSENA MEMORIAL HOSPITAL","1 HOSPITAL DRIVE","Massena","NY","13662","ST. LAWRENCE","0.82672","10 out of 10","9 out of 9","10 out of 10"
"320006","EASTERN NEW MEXICO MEDICAL CENTER","405 W COUNTRY CLUB ROAD","Roswell","NM","88201","CHAVES","0.95627","2 out of 10","2 out of 9","2 out of 10"
"330078","SISTERS OF CHARITY HOSPITAL","2157 MAIN STREET","Buffalo","NY","14214","ERIE","0.93463","3 out of 10","3 out of 9","3 out of 10"
"420101","COASTAL CAROLINA HOSPITAL","1000 MEDICAL CENTER DRIVE","Hardeeville","SC","29927","JASPER","0.99934","0 out of 10","1 out of 9","1 out of 10"
"100173","FLORIDA HOSPITAL TAMPA","3100 E FLETCHER AVE","Tampa","FL","33613","HILLSBOROUGH","1.08542","0 out of 10","0 out of 9","0 out of 10"
"510055","CABELL HUNTINGTON HOSPITAL INC","1340 HAL GREER BOULEVARD","Huntington","WV","25701","CABELL","0.94973","3 out of 10","0 out of 9","3 out of 10"
"360141","NORTHSIDE MEDICAL CENTER","500 GYPSY LANE","Youngstown","OH","44501","MAHONING","0.99100","0 out of 10","2 out of 9","2 out of 10"
"340127","GRANVILLE HEALTH SYSTEMS","COLLEGE ST BOX 947","Oxford","NC","27565","GRANVILLE","0.91335","5 out of 10","0 out of 9","5 out of 10"
"260074","MOBERLY REGIONAL MEDICAL CENTER","1515 UNION AVE","Moberly","MO","65270-9407","RANDOLPH","0.94228","3 out of 10","3 out of 9","3 out of 10"
"100077","BAYFRONT HEALTH PORT CHARLOTTE","2500 HARBOR BLVD","Port Charlotte","FL","33952","CHARLOTTE","1.06311","0 out of 10","0 out of 9","0 out of 10"
"370100","CHOCTAW MEMORIAL HOSPITAL","1405 EAST KIRK ROAD","Hugo","OK","74743","CHOCTAW","1.02735","0 out of 10","0 out of 9","0 out of 10"
