"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"DE","Major small and large bowel procedures w MCC","169","","10/01/2013","09/30/2014"
"FL","Major small and large bowel procedures w MCC","3124","","10/01/2013","09/30/2014"
"GA","Major small and large bowel procedures w MCC","1152","","10/01/2013","09/30/2014"
"GU","Major small and large bowel procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"HI","Major small and large bowel procedures w MCC","92","","10/01/2013","09/30/2014"
"IA","Major small and large bowel procedures w MCC","503","","10/01/2013","09/30/2014"
"ID","Major small and large bowel procedures w MCC","148","","10/01/2013","09/30/2014"
"IL","Major small and large bowel procedures w MCC","1983","","10/01/2013","09/30/2014"
"IN","Major small and large bowel procedures w MCC","1103","","10/01/2013","09/30/2014"
"KS","Major small and large bowel procedures w MCC","439","","10/01/2013","09/30/2014"
"KY","Major small and large bowel procedures w MCC","842","","10/01/2013","09/30/2014"
"LA","Major small and large bowel procedures w MCC","698","","10/01/2013","09/30/2014"
"MA","Major small and large bowel procedures w MCC","1027","","10/01/2013","09/30/2014"
"MD","Major small and large bowel procedures w MCC","826","","10/01/2013","09/30/2014"
"ME","Major small and large bowel procedures w MCC","200","","10/01/2013","09/30/2014"
"MI","Major small and large bowel procedures w MCC","1667","","10/01/2013","09/30/2014"
"MN","Major small and large bowel procedures w MCC","667","","10/01/2013","09/30/2014"
"MO","Major small and large bowel procedures w MCC","1040","","10/01/2013","09/30/2014"
"MS","Major small and large bowel procedures w MCC","567","","10/01/2013","09/30/2014"
"MT","Major small and large bowel procedures w MCC","135","","10/01/2013","09/30/2014"
"NC","Major small and large bowel procedures w MCC","1424","","10/01/2013","09/30/2014"
"ND","Major small and large bowel procedures w MCC","143","","10/01/2013","09/30/2014"
"NE","Major small and large bowel procedures w MCC","342","","10/01/2013","09/30/2014"
"NH","Major small and large bowel procedures w MCC","211","","10/01/2013","09/30/2014"
"NJ","Major small and large bowel procedures w MCC","1477","","10/01/2013","09/30/2014"
"NM","Major small and large bowel procedures w MCC","184","","10/01/2013","09/30/2014"
"NV","Major small and large bowel procedures w MCC","313","","10/01/2013","09/30/2014"
"NY","Major small and large bowel procedures w MCC","2225","","10/01/2013","09/30/2014"
"OH","Major small and large bowel procedures w MCC","1854","","10/01/2013","09/30/2014"
"OK","Major small and large bowel procedures w MCC","622","","10/01/2013","09/30/2014"
"OR","Major small and large bowel procedures w MCC","342","","10/01/2013","09/30/2014"
"PA","Major small and large bowel procedures w MCC","1929","","10/01/2013","09/30/2014"
"PR","Major small and large bowel procedures w MCC","121","","10/01/2013","09/30/2014"
"RI","Major small and large bowel procedures w MCC","138","","10/01/2013","09/30/2014"
"SC","Major small and large bowel procedures w MCC","699","","10/01/2013","09/30/2014"
"SD","Major small and large bowel procedures w MCC","173","","10/01/2013","09/30/2014"
"TN","Major small and large bowel procedures w MCC","1034","","10/01/2013","09/30/2014"
"TX","Major small and large bowel procedures w MCC","3089","","10/01/2013","09/30/2014"
"UT","Major small and large bowel procedures w MCC","199","","10/01/2013","09/30/2014"
"VA","Major small and large bowel procedures w MCC","1105","","10/01/2013","09/30/2014"
"VI","Major small and large bowel procedures w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VT","Major small and large bowel procedures w MCC","70","","10/01/2013","09/30/2014"
"WA","Major small and large bowel procedures w MCC","764","","10/01/2013","09/30/2014"
"WI","Major small and large bowel procedures w MCC","729","","10/01/2013","09/30/2014"
"WV","Major small and large bowel procedures w MCC","357","","10/01/2013","09/30/2014"
"WY","Major small and large bowel procedures w MCC","56","","10/01/2013","09/30/2014"
"AK","Stomach, esophageal duodenal proc w/o CC/MCC","17","","10/01/2013","09/30/2014"
"AL","Stomach, esophageal duodenal proc w/o CC/MCC","227","","10/01/2013","09/30/2014"
"AR","Stomach, esophageal duodenal proc w/o CC/MCC","173","","10/01/2013","09/30/2014"
"AZ","Stomach, esophageal duodenal proc w/o CC/MCC","184","","10/01/2013","09/30/2014"
"CA","Stomach, esophageal duodenal proc w/o CC/MCC","679","","10/01/2013","09/30/2014"
"CO","Stomach, esophageal duodenal proc w/o CC/MCC","156","","10/01/2013","09/30/2014"
"CT","Stomach, esophageal duodenal proc w/o CC/MCC","140","","10/01/2013","09/30/2014"
"DC","Stomach, esophageal duodenal proc w/o CC/MCC","40","","10/01/2013","09/30/2014"
"DE","Stomach, esophageal duodenal proc w/o CC/MCC","42","","10/01/2013","09/30/2014"
"FL","Stomach, esophageal duodenal proc w/o CC/MCC","654","","10/01/2013","09/30/2014"
"GA","Stomach, esophageal duodenal proc w/o CC/MCC","293","","10/01/2013","09/30/2014"
"HI","Stomach, esophageal duodenal proc w/o CC/MCC","16","","10/01/2013","09/30/2014"
"IA","Stomach, esophageal duodenal proc w/o CC/MCC","70","","10/01/2013","09/30/2014"
"ID","Stomach, esophageal duodenal proc w/o CC/MCC","60","","10/01/2013","09/30/2014"
"IL","Stomach, esophageal duodenal proc w/o CC/MCC","407","","10/01/2013","09/30/2014"
"IN","Stomach, esophageal duodenal proc w/o CC/MCC","266","","10/01/2013","09/30/2014"
"KS","Stomach, esophageal duodenal proc w/o CC/MCC","75","","10/01/2013","09/30/2014"
"KY","Stomach, esophageal duodenal proc w/o CC/MCC","204","","10/01/2013","09/30/2014"
"LA","Stomach, esophageal duodenal proc w/o CC/MCC","176","","10/01/2013","09/30/2014"
"MA","Stomach, esophageal duodenal proc w/o CC/MCC","244","","10/01/2013","09/30/2014"
"MD","Stomach, esophageal duodenal proc w/o CC/MCC","140","","10/01/2013","09/30/2014"
"ME","Stomach, esophageal duodenal proc w/o CC/MCC","48","","10/01/2013","09/30/2014"
"MI","Stomach, esophageal duodenal proc w/o CC/MCC","387","","10/01/2013","09/30/2014"
"MN","Stomach, esophageal duodenal proc w/o CC/MCC","209","","10/01/2013","09/30/2014"
"MO","Stomach, esophageal duodenal proc w/o CC/MCC","211","","10/01/2013","09/30/2014"
"MS","Stomach, esophageal duodenal proc w/o CC/MCC","161","","10/01/2013","09/30/2014"
"MT","Stomach, esophageal duodenal proc w/o CC/MCC","42","","10/01/2013","09/30/2014"
"NC","Stomach, esophageal duodenal proc w/o CC/MCC","376","","10/01/2013","09/30/2014"
"ND","Stomach, esophageal duodenal proc w/o CC/MCC","23","","10/01/2013","09/30/2014"
"NE","Stomach, esophageal duodenal proc w/o CC/MCC","87","","10/01/2013","09/30/2014"
"NH","Stomach, esophageal duodenal proc w/o CC/MCC","35","","10/01/2013","09/30/2014"
"NJ","Stomach, esophageal duodenal proc w/o CC/MCC","182","","10/01/2013","09/30/2014"
"NM","Stomach, esophageal duodenal proc w/o CC/MCC","52","","10/01/2013","09/30/2014"
"NV","Stomach, esophageal duodenal proc w/o CC/MCC","55","","10/01/2013","09/30/2014"
"NY","Stomach, esophageal duodenal proc w/o CC/MCC","545","","10/01/2013","09/30/2014"
"OH","Stomach, esophageal duodenal proc w/o CC/MCC","314","","10/01/2013","09/30/2014"
"OK","Stomach, esophageal duodenal proc w/o CC/MCC","154","","10/01/2013","09/30/2014"
"OR","Stomach, esophageal duodenal proc w/o CC/MCC","178","","10/01/2013","09/30/2014"
"PA","Stomach, esophageal duodenal proc w/o CC/MCC","431","","10/01/2013","09/30/2014"
"PR","Stomach, esophageal duodenal proc w/o CC/MCC","14","","10/01/2013","09/30/2014"
"RI","Stomach, esophageal duodenal proc w/o CC/MCC","23","","10/01/2013","09/30/2014"
"SC","Stomach, esophageal duodenal proc w/o CC/MCC","199","","10/01/2013","09/30/2014"
"SD","Stomach, esophageal duodenal proc w/o CC/MCC","39","","10/01/2013","09/30/2014"
"TN","Stomach, esophageal duodenal proc w/o CC/MCC","255","","10/01/2013","09/30/2014"
"TX","Stomach, esophageal duodenal proc w/o CC/MCC","807","","10/01/2013","09/30/2014"
"UT","Stomach, esophageal duodenal proc w/o CC/MCC","65","","10/01/2013","09/30/2014"
"VA","Stomach, esophageal duodenal proc w/o CC/MCC","282","","10/01/2013","09/30/2014"
"VI","Stomach, esophageal duodenal proc w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VT","Stomach, esophageal duodenal proc w/o CC/MCC","21","","10/01/2013","09/30/2014"
"WA","Stomach, esophageal duodenal proc w/o CC/MCC","228","","10/01/2013","09/30/2014"
"WI","Stomach, esophageal duodenal proc w/o CC/MCC","181","","10/01/2013","09/30/2014"
"WV","Stomach, esophageal duodenal proc w/o CC/MCC","87","","10/01/2013","09/30/2014"
"WY","Stomach, esophageal duodenal proc w/o CC/MCC","18","","10/01/2013","09/30/2014"
"AK","Cervical spinal fusion w/o CC/MCC","78","","10/01/2013","09/30/2014"
"AL","Cervical spinal fusion w/o CC/MCC","1067","","10/01/2013","09/30/2014"
"AR","Cervical spinal fusion w/o CC/MCC","432","","10/01/2013","09/30/2014"
"AZ","Cervical spinal fusion w/o CC/MCC","440","","10/01/2013","09/30/2014"
"CA","Cervical spinal fusion w/o CC/MCC","1748","","10/01/2013","09/30/2014"
"CO","Cervical spinal fusion w/o CC/MCC","391","","10/01/2013","09/30/2014"
"CT","Cervical spinal fusion w/o CC/MCC","267","","10/01/2013","09/30/2014"
"DC","Cervical spinal fusion w/o CC/MCC","129","","10/01/2013","09/30/2014"
"DE","Cervical spinal fusion w/o CC/MCC","77","","10/01/2013","09/30/2014"
"FL","Cervical spinal fusion w/o CC/MCC","2336","","10/01/2013","09/30/2014"
"GA","Cervical spinal fusion w/o CC/MCC","1355","","10/01/2013","09/30/2014"
"HI","Cervical spinal fusion w/o CC/MCC","29","","10/01/2013","09/30/2014"
"IA","Cervical spinal fusion w/o CC/MCC","228","","10/01/2013","09/30/2014"
"ID","Cervical spinal fusion w/o CC/MCC","189","","10/01/2013","09/30/2014"
"IL","Cervical spinal fusion w/o CC/MCC","829","","10/01/2013","09/30/2014"
"IN","Cervical spinal fusion w/o CC/MCC","679","","10/01/2013","09/30/2014"
"KS","Cervical spinal fusion w/o CC/MCC","294","","10/01/2013","09/30/2014"
"KY","Cervical spinal fusion w/o CC/MCC","599","","10/01/2013","09/30/2014"
"LA","Cervical spinal fusion w/o CC/MCC","611","","10/01/2013","09/30/2014"
"MA","Cervical spinal fusion w/o CC/MCC","431","","10/01/2013","09/30/2014"
"MD","Cervical spinal fusion w/o CC/MCC","495","","10/01/2013","09/30/2014"
"ME","Cervical spinal fusion w/o CC/MCC","125","","10/01/2013","09/30/2014"
"MI","Cervical spinal fusion w/o CC/MCC","1038","","10/01/2013","09/30/2014"
"MN","Cervical spinal fusion w/o CC/MCC","342","","10/01/2013","09/30/2014"
"MO","Cervical spinal fusion w/o CC/MCC","806","","10/01/2013","09/30/2014"
"MS","Cervical spinal fusion w/o CC/MCC","443","","10/01/2013","09/30/2014"
"MT","Cervical spinal fusion w/o CC/MCC","142","","10/01/2013","09/30/2014"
"NC","Cervical spinal fusion w/o CC/MCC","1375","","10/01/2013","09/30/2014"
"ND","Cervical spinal fusion w/o CC/MCC","71","","10/01/2013","09/30/2014"
"NE","Cervical spinal fusion w/o CC/MCC","205","","10/01/2013","09/30/2014"
"NH","Cervical spinal fusion w/o CC/MCC","111","","10/01/2013","09/30/2014"
"NJ","Cervical spinal fusion w/o CC/MCC","322","","10/01/2013","09/30/2014"
"NM","Cervical spinal fusion w/o CC/MCC","89","","10/01/2013","09/30/2014"
"NV","Cervical spinal fusion w/o CC/MCC","384","","10/01/2013","09/30/2014"
"NY","Cervical spinal fusion w/o CC/MCC","941","","10/01/2013","09/30/2014"
"OH","Cervical spinal fusion w/o CC/MCC","1035","","10/01/2013","09/30/2014"
"OK","Cervical spinal fusion w/o CC/MCC","613","","10/01/2013","09/30/2014"
"OR","Cervical spinal fusion w/o CC/MCC","327","","10/01/2013","09/30/2014"
"PA","Cervical spinal fusion w/o CC/MCC","943","","10/01/2013","09/30/2014"
"PR","Cervical spinal fusion w/o CC/MCC","42","","10/01/2013","09/30/2014"
"RI","Cervical spinal fusion w/o CC/MCC","72","","10/01/2013","09/30/2014"
"SC","Cervical spinal fusion w/o CC/MCC","849","","10/01/2013","09/30/2014"
"SD","Cervical spinal fusion w/o CC/MCC","119","","10/01/2013","09/30/2014"
"TN","Cervical spinal fusion w/o CC/MCC","1099","","10/01/2013","09/30/2014"
"TX","Cervical spinal fusion w/o CC/MCC","2663","","10/01/2013","09/30/2014"
"UT","Cervical spinal fusion w/o CC/MCC","218","","10/01/2013","09/30/2014"
"VA","Cervical spinal fusion w/o CC/MCC","852","","10/01/2013","09/30/2014"
"VT","Cervical spinal fusion w/o CC/MCC","31","","10/01/2013","09/30/2014"
"WA","Cervical spinal fusion w/o CC/MCC","624","","10/01/2013","09/30/2014"
"WI","Cervical spinal fusion w/o CC/MCC","316","","10/01/2013","09/30/2014"
"WV","Cervical spinal fusion w/o CC/MCC","157","","10/01/2013","09/30/2014"
"WY","Cervical spinal fusion w/o CC/MCC","72","","10/01/2013","09/30/2014"
"AK","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AL","Cervical spinal fusion w MCC","70","","10/01/2013","09/30/2014"
"AR","Cervical spinal fusion w MCC","32","","10/01/2013","09/30/2014"
"AZ","Cervical spinal fusion w MCC","62","","10/01/2013","09/30/2014"
"CA","Cervical spinal fusion w MCC","314","","10/01/2013","09/30/2014"
"CO","Cervical spinal fusion w MCC","52","","10/01/2013","09/30/2014"
"CT","Cervical spinal fusion w MCC","34","","10/01/2013","09/30/2014"
"DC","Cervical spinal fusion w MCC","31","","10/01/2013","09/30/2014"
"DE","Cervical spinal fusion w MCC","14","","10/01/2013","09/30/2014"
"FL","Cervical spinal fusion w MCC","258","","10/01/2013","09/30/2014"
"GA","Cervical spinal fusion w MCC","112","","10/01/2013","09/30/2014"
"HI","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"IA","Cervical spinal fusion w MCC","31","","10/01/2013","09/30/2014"
"ID","Cervical spinal fusion w MCC","21","","10/01/2013","09/30/2014"
"IL","Cervical spinal fusion w MCC","160","","10/01/2013","09/30/2014"
"IN","Cervical spinal fusion w MCC","73","","10/01/2013","09/30/2014"
"KS","Cervical spinal fusion w MCC","33","","10/01/2013","09/30/2014"
"KY","Cervical spinal fusion w MCC","49","","10/01/2013","09/30/2014"
"LA","Cervical spinal fusion w MCC","56","","10/01/2013","09/30/2014"
"MA","Cervical spinal fusion w MCC","76","","10/01/2013","09/30/2014"
"MD","Cervical spinal fusion w MCC","89","","10/01/2013","09/30/2014"
"ME","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"MI","Cervical spinal fusion w MCC","141","","10/01/2013","09/30/2014"
"MN","Cervical spinal fusion w MCC","50","","10/01/2013","09/30/2014"
"MO","Cervical spinal fusion w MCC","78","","10/01/2013","09/30/2014"
"MS","Cervical spinal fusion w MCC","50","","10/01/2013","09/30/2014"
"MT","Cervical spinal fusion w MCC","11","","10/01/2013","09/30/2014"
"NC","Cervical spinal fusion w MCC","139","","10/01/2013","09/30/2014"
"ND","Cervical spinal fusion w MCC","13","","10/01/2013","09/30/2014"
"NE","Cervical spinal fusion w MCC","11","","10/01/2013","09/30/2014"
"NH","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NJ","Cervical spinal fusion w MCC","58","","10/01/2013","09/30/2014"
"NM","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NV","Cervical spinal fusion w MCC","35","","10/01/2013","09/30/2014"
"NY","Cervical spinal fusion w MCC","127","","10/01/2013","09/30/2014"
"OH","Cervical spinal fusion w MCC","133","","10/01/2013","09/30/2014"
"OK","Cervical spinal fusion w MCC","39","","10/01/2013","09/30/2014"
"OR","Cervical spinal fusion w MCC","27","","10/01/2013","09/30/2014"
"PA","Cervical spinal fusion w MCC","124","","10/01/2013","09/30/2014"
"PR","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"RI","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"SC","Cervical spinal fusion w MCC","55","","10/01/2013","09/30/2014"
"SD","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"TN","Cervical spinal fusion w MCC","104","","10/01/2013","09/30/2014"
"TX","Cervical spinal fusion w MCC","317","","10/01/2013","09/30/2014"
"UT","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VA","Cervical spinal fusion w MCC","83","","10/01/2013","09/30/2014"
"VT","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"WA","Cervical spinal fusion w MCC","66","","10/01/2013","09/30/2014"
"WI","Cervical spinal fusion w MCC","40","","10/01/2013","09/30/2014"
"WV","Cervical spinal fusion w MCC","21","","10/01/2013","09/30/2014"
"WY","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AK","Cervical spinal fusion w CC","21","","10/01/2013","09/30/2014"
"AL","Cervical spinal fusion w CC","247","","10/01/2013","09/30/2014"
"AR","Cervical spinal fusion w CC","140","","10/01/2013","09/30/2014"
"AZ","Cervical spinal fusion w CC","228","","10/01/2013","09/30/2014"
"CA","Cervical spinal fusion w CC","828","","10/01/2013","09/30/2014"
"CO","Cervical spinal fusion w CC","241","","10/01/2013","09/30/2014"
"CT","Cervical spinal fusion w CC","82","","10/01/2013","09/30/2014"
"DC","Cervical spinal fusion w CC","48","","10/01/2013","09/30/2014"
"DE","Cervical spinal fusion w CC","40","","10/01/2013","09/30/2014"
"FL","Cervical spinal fusion w CC","854","","10/01/2013","09/30/2014"
"GA","Cervical spinal fusion w CC","366","","10/01/2013","09/30/2014"
"HI","Cervical spinal fusion w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"IA","Cervical spinal fusion w CC","75","","10/01/2013","09/30/2014"
"ID","Cervical spinal fusion w CC","66","","10/01/2013","09/30/2014"
"IL","Cervical spinal fusion w CC","494","","10/01/2013","09/30/2014"
"IN","Cervical spinal fusion w CC","226","","10/01/2013","09/30/2014"
"KS","Cervical spinal fusion w CC","94","","10/01/2013","09/30/2014"
"KY","Cervical spinal fusion w CC","179","","10/01/2013","09/30/2014"
"LA","Cervical spinal fusion w CC","189","","10/01/2013","09/30/2014"
"MA","Cervical spinal fusion w CC","189","","10/01/2013","09/30/2014"
"MD","Cervical spinal fusion w CC","288","","10/01/2013","09/30/2014"
"ME","Cervical spinal fusion w CC","37","","10/01/2013","09/30/2014"
"MI","Cervical spinal fusion w CC","447","","10/01/2013","09/30/2014"
"MN","Cervical spinal fusion w CC","211","","10/01/2013","09/30/2014"
"MO","Cervical spinal fusion w CC","287","","10/01/2013","09/30/2014"
"MS","Cervical spinal fusion w CC","126","","10/01/2013","09/30/2014"
"MT","Cervical spinal fusion w CC","46","","10/01/2013","09/30/2014"
"NC","Cervical spinal fusion w CC","437","","10/01/2013","09/30/2014"
"ND","Cervical spinal fusion w CC","45","","10/01/2013","09/30/2014"
"NE","Cervical spinal fusion w CC","85","","10/01/2013","09/30/2014"
"NH","Cervical spinal fusion w CC","34","","10/01/2013","09/30/2014"
"NJ","Cervical spinal fusion w CC","150","","10/01/2013","09/30/2014"
"NM","Cervical spinal fusion w CC","31","","10/01/2013","09/30/2014"
"NV","Cervical spinal fusion w CC","116","","10/01/2013","09/30/2014"
"NY","Cervical spinal fusion w CC","430","","10/01/2013","09/30/2014"
"OH","Cervical spinal fusion w CC","438","","10/01/2013","09/30/2014"
"OK","Cervical spinal fusion w CC","180","","10/01/2013","09/30/2014"
"OR","Cervical spinal fusion w CC","125","","10/01/2013","09/30/2014"
"PA","Cervical spinal fusion w CC","449","","10/01/2013","09/30/2014"
"PR","Cervical spinal fusion w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"RI","Cervical spinal fusion w CC","32","","10/01/2013","09/30/2014"
"SC","Cervical spinal fusion w CC","211","","10/01/2013","09/30/2014"
"SD","Cervical spinal fusion w CC","48","","10/01/2013","09/30/2014"
"TN","Cervical spinal fusion w CC","315","","10/01/2013","09/30/2014"
"TX","Cervical spinal fusion w CC","980","","10/01/2013","09/30/2014"
"UT","Cervical spinal fusion w CC","60","","10/01/2013","09/30/2014"
"VA","Cervical spinal fusion w CC","279","","10/01/2013","09/30/2014"
"VT","Cervical spinal fusion w CC","16","","10/01/2013","09/30/2014"
"WA","Cervical spinal fusion w CC","203","","10/01/2013","09/30/2014"
"WI","Cervical spinal fusion w CC","153","","10/01/2013","09/30/2014"
"WV","Cervical spinal fusion w CC","55","","10/01/2013","09/30/2014"
"WY","Cervical spinal fusion w CC","22","","10/01/2013","09/30/2014"
"AK","Spinal fusion except cervical w/o MCC","137","","10/01/2013","09/30/2014"
"AL","Spinal fusion except cervical w/o MCC","1757","","10/01/2013","09/30/2014"
"AR","Spinal fusion except cervical w/o MCC","837","","10/01/2013","09/30/2014"
"AZ","Spinal fusion except cervical w/o MCC","1364","","10/01/2013","09/30/2014"
"CA","Spinal fusion except cervical w/o MCC","4592","","10/01/2013","09/30/2014"
"CO","Spinal fusion except cervical w/o MCC","1533","","10/01/2013","09/30/2014"
"CT","Spinal fusion except cervical w/o MCC","669","","10/01/2013","09/30/2014"
"DC","Spinal fusion except cervical w/o MCC","306","","10/01/2013","09/30/2014"
"DE","Spinal fusion except cervical w/o MCC","411","","10/01/2013","09/30/2014"
"FL","Spinal fusion except cervical w/o MCC","5760","","10/01/2013","09/30/2014"
"GA","Spinal fusion except cervical w/o MCC","2508","","10/01/2013","09/30/2014"
"HI","Spinal fusion except cervical w/o MCC","94","","10/01/2013","09/30/2014"
"IA","Spinal fusion except cervical w/o MCC","744","","10/01/2013","09/30/2014"
"ID","Spinal fusion except cervical w/o MCC","570","","10/01/2013","09/30/2014"
"IL","Spinal fusion except cervical w/o MCC","2536","","10/01/2013","09/30/2014"
"IN","Spinal fusion except cervical w/o MCC","1901","","10/01/2013","09/30/2014"
"KS","Spinal fusion except cervical w/o MCC","970","","10/01/2013","09/30/2014"
"KY","Spinal fusion except cervical w/o MCC","990","","10/01/2013","09/30/2014"
"LA","Spinal fusion except cervical w/o MCC","1079","","10/01/2013","09/30/2014"
"MA","Spinal fusion except cervical w/o MCC","1265","","10/01/2013","09/30/2014"
"MD","Spinal fusion except cervical w/o MCC","1326","","10/01/2013","09/30/2014"
"ME","Spinal fusion except cervical w/o MCC","336","","10/01/2013","09/30/2014"
"MI","Spinal fusion except cervical w/o MCC","3118","","10/01/2013","09/30/2014"
"MN","Spinal fusion except cervical w/o MCC","1144","","10/01/2013","09/30/2014"
"MO","Spinal fusion except cervical w/o MCC","1954","","10/01/2013","09/30/2014"
"MS","Spinal fusion except cervical w/o MCC","618","","10/01/2013","09/30/2014"
"MT","Spinal fusion except cervical w/o MCC","419","","10/01/2013","09/30/2014"
"NC","Spinal fusion except cervical w/o MCC","2765","","10/01/2013","09/30/2014"
"ND","Spinal fusion except cervical w/o MCC","187","","10/01/2013","09/30/2014"
"NE","Spinal fusion except cervical w/o MCC","596","","10/01/2013","09/30/2014"
"NH","Spinal fusion except cervical w/o MCC","306","","10/01/2013","09/30/2014"
"NJ","Spinal fusion except cervical w/o MCC","986","","10/01/2013","09/30/2014"
"NM","Spinal fusion except cervical w/o MCC","283","","10/01/2013","09/30/2014"
"NV","Spinal fusion except cervical w/o MCC","785","","10/01/2013","09/30/2014"
"NY","Spinal fusion except cervical w/o MCC","2584","","10/01/2013","09/30/2014"
"OH","Spinal fusion except cervical w/o MCC","2851","","10/01/2013","09/30/2014"
"OK","Spinal fusion except cervical w/o MCC","1133","","10/01/2013","09/30/2014"
"OR","Spinal fusion except cervical w/o MCC","859","","10/01/2013","09/30/2014"
"PA","Spinal fusion except cervical w/o MCC","2661","","10/01/2013","09/30/2014"
"PR","Spinal fusion except cervical w/o MCC","105","","10/01/2013","09/30/2014"
"RI","Spinal fusion except cervical w/o MCC","243","","10/01/2013","09/30/2014"
"SC","Spinal fusion except cervical w/o MCC","1867","","10/01/2013","09/30/2014"
"SD","Spinal fusion except cervical w/o MCC","461","","10/01/2013","09/30/2014"
"TN","Spinal fusion except cervical w/o MCC","2122","","10/01/2013","09/30/2014"
"TX","Spinal fusion except cervical w/o MCC","5549","","10/01/2013","09/30/2014"
"UT","Spinal fusion except cervical w/o MCC","693","","10/01/2013","09/30/2014"
"VA","Spinal fusion except cervical w/o MCC","2346","","10/01/2013","09/30/2014"
"VI","Spinal fusion except cervical w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VT","Spinal fusion except cervical w/o MCC","126","","10/01/2013","09/30/2014"
"WA","Spinal fusion except cervical w/o MCC","1433","","10/01/2013","09/30/2014"
"WI","Spinal fusion except cervical w/o MCC","995","","10/01/2013","09/30/2014"
"WV","Spinal fusion except cervical w/o MCC","228","","10/01/2013","09/30/2014"
"WY","Spinal fusion except cervical w/o MCC","224","","10/01/2013","09/30/2014"
"AK","Spinal fusion except cervical w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AL","Spinal fusion except cervical w MCC","78","","10/01/2013","09/30/2014"
"AR","Spinal fusion except cervical w MCC","27","","10/01/2013","09/30/2014"
"AZ","Spinal fusion except cervical w MCC","85","","10/01/2013","09/30/2014"
"CA","Spinal fusion except cervical w MCC","345","","10/01/2013","09/30/2014"
"CO","Spinal fusion except cervical w MCC","128","","10/01/2013","09/30/2014"
"CT","Spinal fusion except cervical w MCC","43","","10/01/2013","09/30/2014"
"DC","Spinal fusion except cervical w MCC","26","","10/01/2013","09/30/2014"
"DE","Spinal fusion except cervical w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"FL","Spinal fusion except cervical w MCC","301","","10/01/2013","09/30/2014"
"GA","Spinal fusion except cervical w MCC","145","","10/01/2013","09/30/2014"
"HI","Spinal fusion except cervical w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"IA","Spinal fusion except cervical w MCC","56","","10/01/2013","09/30/2014"
"ID","Spinal fusion except cervical w MCC","24","","10/01/2013","09/30/2014"
"IL","Spinal fusion except cervical w MCC","200","","10/01/2013","09/30/2014"
"IN","Spinal fusion except cervical w MCC","110","","10/01/2013","09/30/2014"
"KS","Spinal fusion except cervical w MCC","66","","10/01/2013","09/30/2014"
"KY","Spinal fusion except cervical w MCC","80","","10/01/2013","09/30/2014"
"LA","Spinal fusion except cervical w MCC","59","","10/01/2013","09/30/2014"
"MA","Spinal fusion except cervical w MCC","94","","10/01/2013","09/30/2014"
"MD","Spinal fusion except cervical w MCC","92","","10/01/2013","09/30/2014"
"ME","Spinal fusion except cervical w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"MI","Spinal fusion except cervical w MCC","227","","10/01/2013","09/30/2014"
"MN","Spinal fusion except cervical w MCC","103","","10/01/2013","09/30/2014"
"MO","Spinal fusion except cervical w MCC","145","","10/01/2013","09/30/2014"
"MS","Spinal fusion except cervical w MCC","25","","10/01/2013","09/30/2014"
"MT","Spinal fusion except cervical w MCC","22","","10/01/2013","09/30/2014"
"NC","Spinal fusion except cervical w MCC","181","","10/01/2013","09/30/2014"
"ND","Spinal fusion except cervical w MCC","18","","10/01/2013","09/30/2014"
"NE","Spinal fusion except cervical w MCC","31","","10/01/2013","09/30/2014"
