"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Compared to National","Denominator","Payment","Lower Estimate","Higher Estimate","Footnote","Measure Start Date","Measure End Date"
"330215","ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET","ROME","NY","13440","ONEIDA","3153387000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","66","19579","17366","22080","","07/01/2010","06/30/2013"
"330218","OSWEGO HOSPITAL","110 WEST SIXTH STREET","OSWEGO","NY","13126","OSWEGO","3153495511","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","154","20628","18799","22607","","07/01/2010","06/30/2013"
"330219","ERIE COUNTY MEDICAL CENTER","462 GRIDER STREET","BUFFALO","NY","14215","ERIE","7168983936","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","80","19628","17592","22231","","07/01/2010","06/30/2013"
"330221","WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET","BROOKLYN","NY","11237","KINGS","7189637272","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","133","22686","20446","25113","","07/01/2010","06/30/2013"
"330222","SARATOGA HOSPITAL","211 CHURCH STREET","SARATOGA SPRINGS","NY","12866","SARATOGA","5185873222","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","102","19930","17982","22220","","07/01/2010","06/30/2013"
"330223","MASSENA MEMORIAL HOSPITAL","1 HOSPITAL DRIVE","MASSENA","NY","13662","SAINT LAWRENCE","3157641711","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","42","19625","17028","22587","","07/01/2010","06/30/2013"
"330224","HEALTH ALLIANCE HOSPITAL MARY'S AVENUE CAMPUS","105 MARY'S AVENUE","KINGSTON","NY","12401","ULSTER","8453382500","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"330226","UNITY HOSPITAL OF ROCHESTER","1555 LONG POND ROAD","ROCHESTER","NY","14626","MONROE","5857237000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","93","19829","17778","22008","","07/01/2010","06/30/2013"
"330229","BROOKS MEMORIAL HOSPITAL","529 CENTRAL AVENUE","DUNKIRK","NY","14048","CHAUTAUQUA","7163661111","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"330231","QUEENS HOSPITAL CENTER","82-68 164TH STREET","JAMAICA","NY","11432","QUEENS","7188833000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","35","19544","16831","22707","","07/01/2010","06/30/2013"
"330232","ST MARY'S HOSPITAL ( TROY )","1300 MASSACHUSETTS AVENUE","TROY","NY","12180","RENSSELAER","5182725000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","61","21044","18682","23817","","07/01/2010","06/30/2013"
"330233","BROOKDALE HOSPITAL MEDICAL CENTER","LINDEN BOULEVARD AT BROOKDALE PLAZA","BROOKLYN","NY","11212","KINGS","7182405966","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","117","22663","20307","25355","","07/01/2010","06/30/2013"
"330234","WESTCHESTER MEDICAL CENTER","100 WOODS RD","VALHALLA","NY","10595","WESTCHESTER","9142857017","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","256","25282","23347","27489","","07/01/2010","06/30/2013"
"330235","AUBURN COMMUNITY HOSPITAL","17 LANSING STREET","AUBURN","NY","13021","CAYUGA","3152557011","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","201","18083","16768","19531","","07/01/2010","06/30/2013"
"330236","NEW YORK METHODIST HOSPITAL","506 SIXTH STREET","BROOKLYN","NY","11215","KINGS","7187803000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","273","22268","20590","24073","","07/01/2010","06/30/2013"
"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","111  CLARA BARTON STREET","DANSVILLE","NY","14437","LIVINGSTON","5853356001","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"330239","WOMAN'S CHRISTIAN ASSOCIATION","207 FOOTE AVENUE","JAMESTOWN","NY","14701","CHAUTAUQUA","7164870141","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","127","20355","18430","22482","","07/01/2010","06/30/2013"
"330240","HARLEM HOSPITAL CENTER","506 LENOX AVENUE","NEW YORK","NY","10037","NEW YORK","2124918400","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","SYRACUSE","NY","13210","ONONDAGA","3154734240","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","221","22285","20545","24214","","07/01/2010","06/30/2013"
"330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","UTICA","NY","13501","ONEIDA","3157988100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","220","22834","20967","24843","","07/01/2010","06/30/2013"
"330246","ST CHARLES HOSPITAL","200 BELLE TERRE ROAD","PORT JEFFERSON","NY","11777","SUFFOLK","6314746000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","64","21048","18549","23745","","07/01/2010","06/30/2013"
"330249","COMMUNITY MEMORIAL HOSPITAL, INC","150 BROAD STREET","HAMILTON","NY","13346","MADISON","3158241100","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"33024F","SYRACUSE VA MEDICAL CENTER","800 IRVING AVE.","SYRACUSE","NY","13210","ONONDAGA","3154254400","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","PLATTSBURGH","NY","12901","CLINTON","5185612000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","389","20499","19289","21876","","07/01/2010","06/30/2013"
"330259","MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE","ROCKVILLE CENTRE","NY","11570","NASSAU","5167052525","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","151","22796","20666","25137","","07/01/2010","06/30/2013"
"330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","SLEEPY HOLLOW","NY","10591","WESTCHESTER","9143663000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","85","21850","19559","24407","","07/01/2010","06/30/2013"
"330263","CARTHAGE AREA HOSPITAL, INC","1001 WEST STREET","CARTHAGE","NY","13619","JEFFERSON","3154931000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","NEWBURGH","NY","12550","ORANGE","8455614400","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","333","20602","19315","22017","","07/01/2010","06/30/2013"
"330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD","CLIFTON SPRINGS","NY","14432","ONTARIO","3154629561","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"330267","HUDSON VALLEY HOSPITAL CENTER","1980 CROMPOND ROAD","CORTLANDT MANOR","NY","10567","WESTCHESTER","9147343611","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","208","21994","20265","23857","","07/01/2010","06/30/2013"
"330268","COBLESKILL REGIONAL HOSPITAL","178 GRANDVIEW DRIVE","COBLESKILL","NY","12043","SCHOHARIE","5182543270","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"330270","HOSPITAL FOR SPECIAL SURGERY","535 EAST 70TH STREET","NEW YORK","NY","10021","NEW YORK","2126061000","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","CARMEL","NY","10512","PUTNAM","9142795711","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","94","26850","24003","30237","","07/01/2010","06/30/2013"
"330276","NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET","GLOVERSVILLE","NY","12078","FULTON","5187258621","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","52","18525","16251","21100","","07/01/2010","06/30/2013"
"330277","CORNING HOSPITAL","176 DENISON PARKWAY EAST","CORNING","NY","14830","STEUBEN","6079377200","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","55","21835","19138","24803","","07/01/2010","06/30/2013"
"330279","MERCY HOSPITAL","565 ABBOTT ROAD","BUFFALO","NY","14220","ERIE","7168267000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","301","20705","19243","22183","","07/01/2010","06/30/2013"
"330285","STRONG MEMORIAL HOSPITAL","601 ELMWOOD AVE","ROCHESTER","NY","14642","MONROE","5852752121","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","226","20644","18973","22361","","07/01/2010","06/30/2013"
"330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY","WEST ISLIP","NY","11795","SUFFOLK","6313763000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","334","21769","20365","23335","","07/01/2010","06/30/2013"
"330304","WHITE PLAINS HOSPITAL CENTER","41 EAST POST R0AD","WHITE PLAINS","NY","10601","WESTCHESTER","9146810600","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","266","23986","22164","25880","","07/01/2010","06/30/2013"
"330306","LUTHERAN MEDICAL CENTER","150 55TH STREET","BROOKLYN","NY","11220","KINGS","7186308000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","259","21450","19922","23309","","07/01/2010","06/30/2013"
"330307","CAYUGA MEDICAL CENTER AT ITHACA","101 DATES DRIVE","ITHACA","NY","14850","TOMPKINS","6072744401","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","154","20239","18464","22105","","07/01/2010","06/30/2013"
"330331","PLAINVIEW HOSPITAL","888 OLD COUNTRY ROAD","PLAINVIEW","NY","11803","NASSAU","5167193000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","189","22977","21039","25117","","07/01/2010","06/30/2013"
"330332","ST JOSEPH HOSPITAL","4295 HEMPSTEAD TURNPIKE","BETHPAGE","NY","11714","NASSAU","5165796000","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","171","25262","22927","27800","","07/01/2010","06/30/2013"
"330340","SOUTHAMPTON HOSPITAL","240 MEETING HOUSE LANE","SOUTHAMPTON","NY","11968","SUFFOLK","5167268200","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","64","22448","19758","25552","","07/01/2010","06/30/2013"
"330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","BROOKLYN","NY","11203","KINGS","7182701000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","233","19878","18329","21440","","07/01/2010","06/30/2013"
"330353","FOREST HILLS HOSPITAL","102 - 01 66TH ROAD","FOREST HILLS","NY","11375","QUEENS","7188304000","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","152","23460","21306","25837","","07/01/2010","06/30/2013"
"330372","FRANKLIN HOSPITAL","900 FRANKLIN AVENUE","VALLEY STREAM","NY","11580","NASSAU","5162566000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","103","23631","21112","26489","","07/01/2010","06/30/2013"
"330385","NORTH CENTRAL BRONX HOSPITAL","3424 KOSSUTH AVENUE & 210TH STREET","BRONX","NY","10467","BRONX","2125195000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"330386","CATSKILL REGIONAL MEDICAL CENTER","68 HARRIS BUSHVILLE ROAD","HARRIS","NY","12742","SULLIVAN","8457943300","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","74","23445","20709","26694","","07/01/2010","06/30/2013"
"330393","UNIVERSITY HOSPITAL ( STONY BROOK )","HEALTH SCIENCES CENTER SUNY","STONY BROOK","NY","11794","SUFFOLK","6314444000","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","674","22764","21588","23980","","07/01/2010","06/30/2013"
"330394","UNITED HEALTH SERVICES HOSPITALS, INC","33-57 HARRISON STREET","JOHNSON CITY","NY","13790","BROOME","6077636000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","570","18608","17695","19536","","07/01/2010","06/30/2013"
"330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 BEACH 19TH STREET","FAR ROCKAWAY","NY","11691","QUEENS","7188697000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","71","20696","18374","23450","","07/01/2010","06/30/2013"
"330396","WOODHULL MEDICAL AND MENTAL HEALTH CENTER","760 BROADWAY","BROOKLYN","NY","11206","KINGS","7189638100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","44","20829","18142","23669","","07/01/2010","06/30/2013"
"330397","INTERFAITH MEDICAL CENTER","1545 ATLANTIC AVENUE","BROOKLYN","NY","11213","KINGS","7186134000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","27","20186","17302","23479","","07/01/2010","06/30/2013"
"330399","ST BARNABAS HOSPITAL","4422 THIRD AVENUE","BRONX","NY","10457","BRONX","2129609000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","38","19234","16651","22392","","07/01/2010","06/30/2013"
"330401","ST CATHERINE OF SIENA HOSPITAL","50 ROUTE 25A","SMITHTOWN","NY","11787","SUFFOLK","6318623000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","297","22552","21005","24281","","07/01/2010","06/30/2013"
"330403","MONROE COMMUNITY HOSPITAL","435 EAST HENRIETTA ROAD","ROCHESTER","NY","14620","MONROE","5857606500","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"330404","WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL","785 MAMARONECK AVENUE","WHITE PLAINS","NY","10605","WESTCHESTER","9145972232","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"330405","HELEN HAYES HOSPITAL","51 NORTH ROUTE 9W","WEST HAVERSTRAW","NY","10993","ROCKLAND","8457864000","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"330406","SUNNYVIEW HOSPITAL AND REHABILITATION CENTER","1270 BELMONT AVENUE","SCHENECTADY","NY","12308","SCHENECTADY","5183863580","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"331301","CUBA MEMORIAL HOSPITAL, INC","140 WEST MAIN STREET","CUBA","NY","14727","ALLEGANY","5859612000","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"331302","ELIZABETHTOWN COMMUNITY HOSPITAL","75 PARK STREET","ELIZABETHTOWN","NY","12932","ESSEX","5188736377","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"331303","CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE","8081 ROUTE 97","CALLICOON","NY","12723","SULLIVAN","8458875530","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"331304","MARGARETVILLE MEMORIAL HOSPITAL","42084 STATE HIGHWAY 28","MARGARETVILLE","NY","12455","DELAWARE","8455865631","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"331305","O'CONNOR HOSPITAL","460 ANDES ROAD","DELHI","NY","13753","DELAWARE","6077460300","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"331306","MOSES-LUDINGTON HOSPITAL","1019 WICKER STREET","TICONDEROGA","NY","12883","ESSEX","5185852831","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","7 - No cases met the criteria for this measure.","07/01/2010","06/30/2013"
"331307","CLIFTON FINE HOSPITAL","1014 OSWEGATCHIE TRAIL","STAR LAKE","NY","13690","SAINT LAWRENCE","3158483351","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"331309","RIVER HOSPITAL, INC","4 FULLER STREET","ALEXANDRIA BAY","NY","13607","JEFFERSON","3154822511","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","7 - No cases met the criteria for this measure.","07/01/2010","06/30/2013"
"331310","ELLENVILLE REGIONAL HOSPITAL","10 HEALTHY WAY","ELLENVILLE","NY","12428","ULSTER","8456476400","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"331311","LITTLE FALLS HOSPITAL","140 BURWELL STREET","LITTLE FALLS","NY","13365","HERKIMER","3158235261","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"331312","DELAWARE VALLEY HOSPITAL, INC","1 TITUS PLACE","WALTON","NY","13856","DELAWARE","6078652100","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"331313","SCHUYLER HOSPITAL, INC","220 STEUBEN STREET","MONTOUR FALLS","NY","14865","SCHUYLER","6075307121","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","26","18318","15817","21213","","07/01/2010","06/30/2013"
"331314","SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES","418 NORTH MAIN STREET","PENN YAN","NY","14527","YATES","3157874175","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"331315","GOUVERNEUR HOSPITAL","77 WEST BARNEY STREET","GOUVERNEUR","NY","13642","SAINT LAWRENCE","3152871000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"340001","CAROLINAS MEDICAL CENTER-NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","452","20692","19487","21914","","07/01/2010","06/30/2013"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","1330","20515","19798","21261","","07/01/2010","06/30/2013"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","33","19520","16909","22498","","07/01/2010","06/30/2013"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","299","20121","18742","21640","","07/01/2010","06/30/2013"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","115","19272","17502","21322","","07/01/2010","06/30/2013"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","97","20009","17995","22314","","07/01/2010","06/30/2013"
"340011","SPRUCE PINE COMMUNITY HOSPITAL","125 HOSPITAL DR","SPRUCE PINE","NC","28777","MITCHELL","8287654201","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","75","21198","18851","23951","","07/01/2010","06/30/2013"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","460","20034","18853","21210","","07/01/2010","06/30/2013"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","274","17549","16404","18828","","07/01/2010","06/30/2013"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","39","21096","18254","24309","","07/01/2010","06/30/2013"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","151","21756","19807","23912","","07/01/2010","06/30/2013"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","61","22225","19414","25216","","07/01/2010","06/30/2013"
"340021","CLEVELAND REGIONAL MEDICAL CENTER","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","122","19517","17676","21447","","07/01/2010","06/30/2013"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","41","19509","17052","22623","","07/01/2010","06/30/2013"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","39","20986","18204","24243","","07/01/2010","06/30/2013"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","220","19312","17811","20896","","07/01/2010","06/30/2013"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","595","20504","19494","21656","","07/01/2010","06/30/2013"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","548","21336","20169","22535","","07/01/2010","06/30/2013"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","483","19529","18438","20686","","07/01/2010","06/30/2013"
"340036","NOVANT HEALTH FRANKLIN MEDICAL CENTER","100 HOSPITAL DR BOX 609","LOUISBURG","NC","27549","FRANKLIN","9194965131","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"340037","KINGS MOUNTAIN HOSPITAL INC","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","30","20433","17621","23562","","07/01/2010","06/30/2013"
"340039","IREDELL MEMORIAL HOSPITAL INC","557 BROOKDALE DR  P O BOX 1828","STATESVILLE","NC","28677","IREDELL","7048735661","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","142","19490","17801","21436","","07/01/2010","06/30/2013"
"340040","VIDANT MEDICAL CENTER","2100 STANTONSBURG RD","GREENVILLE","NC","27834","PITT","2528474100","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","1039","22662","21691","23695","","07/01/2010","06/30/2013"
"340041","CALDWELL MEMORIAL HOSPITAL","321 MULBERRY ST SW","LENOIR","NC","28645","CALDWELL","8287575100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","42","20433","17826","23530","","07/01/2010","06/30/2013"
"340042","ONSLOW MEMORIAL HOSPITAL","317 WESTERN BOULEVARD","JACKSONVILLE","NC","28540","ONSLOW","9105772345","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","41","19324","16797","22287","","07/01/2010","06/30/2013"
"340047","NORTH CAROLINA BAPTIST HOSPITAL","MEDICAL CENTER BOULEVARD","WINSTON-SALEM","NC","27157","FORSYTH","3367162011","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","485","20791","19627","22013","","07/01/2010","06/30/2013"
"340049","NORTH CAROLINA SPECIALTY HOSPITAL","3916 BEN FRANKLIN BOULEVARD","DURHAM","NC","27704","DURHAM","9199569300","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"340050","SOUTHEASTERN REGIONAL MEDICAL CENTER","300 W 27 ST  PO BOX 1408","LUMBERTON","NC","28359","ROBESON","9106715000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","267","20383","18851","21888","","07/01/2010","06/30/2013"
"340051","WATAUGA MEDICAL CENTER","336 DEERFIELD ROAD","BOONE","NC","28607","WATAUGA","8282624100","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","91","17955","16152","19895","","07/01/2010","06/30/2013"
